Battery Pack Voltage (V),Battery Current (A),Battery Capacity (Kwh),Internal Resistance (ohm),Voc,SoC (%),Full Charge Battery Capacity (kwh),SoH (%),Available Energy (kwh),Power Drawn (W),Power (kW),Charge Current Capacity (Ah),Duration (hrs),Remainig Energy (kwh),Range150 (km),Speed (km/hr),Range145 (km),Speed (km/hr),Range140 (km),Speed (km/hr)
55.89,7.53,0.4208517,0.12605042,56.83915966,90.340688,3.183216,90.340688,3.023191536,420.8517,0.4208517,54.4,7.224435591,0.380200321,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.89,0.4445226,0.189606742,57.83599719,95.25121769,3.183216,95.2512177,3.020128395,444.5226,0.4445226,54.4,6.894803549,0.423413189,150,21.75551471,145,21.03033088,140,20.30514706
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.020721369,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.019506435,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.019506435,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.019506435,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.21,0.4062114,0.181451613,57.64826613,94.32643413,3.183216,94.32643412,3.020128395,406.2114,0.4062114,54.4,7.545076283,0.383164729,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,3.020128395,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.19,0.4050846,0.180481283,57.63766043,94.2741893,3.183216,94.27418931,2.946721216,405.0846,0.4050846,54.4,7.566063978,0.381890223,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,2.875343919,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.001496612,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.12605042,56.83915966,90.340688,3.183216,90.340688,2.875739235,420.8517,0.4208517,54.4,7.224435591,0.380200321,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.125698324,56.83399441,90.31524342,3.183216,90.31524342,3.020128395,419.7339,0.4197339,54.4,7.2436751,0.379083694,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.020128395,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.21,0.4062114,0.181451613,57.64826613,94.32643413,3.183216,94.32643412,3.020128395,406.2114,0.4062114,54.4,7.545076283,0.383164729,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.094317377,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.020721369,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.120643432,56.75983914,89.94994651,3.183216,89.9499465,3.009440632,402.9669,0.4029669,54.4,7.545076283,0.362468511,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.009440632,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.022556586,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.020721369,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.19,0.4050846,0.180481283,57.63766043,94.2741893,3.183216,94.27418931,3.021348489,405.0846,0.4050846,54.4,7.566063978,0.381890223,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.53,0.4242402,0.25070028,58.22777311,97.18114832,3.183216,97.18114831,2.891169696,424.2402,0.4242402,54.4,7.224435591,0.412281498,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.21,0.4062114,0.181451613,57.64826613,94.32643413,3.183216,94.32643412,3.020128395,406.2114,0.4062114,54.4,7.545076283,0.383164729,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.18,57.6918,94.5408867,3.183216,94.5408867,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.40001516,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.001496612,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.125698324,56.83399441,90.31524342,3.183216,90.31524342,3.020721369,419.7339,0.4197339,54.4,7.2436751,0.379083694,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.126404494,56.84182584,90.35382189,3.183216,90.35382189,3.002614143,420.8517,0.4208517,54.4,7.224435591,0.380255595,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.19,0.4050846,0.239946381,58.06521448,96.38036688,3.183216,96.38036687,3.009158376,405.0846,0.4050846,54.4,7.566063978,0.390422024,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.019506435,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.19,0.4050846,0.180481283,57.63766043,94.2741893,3.183216,94.27418931,3.000951078,405.0846,0.4050846,54.4,7.566063978,0.381890223,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.021348489,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.88,0.4439592,0.199409158,57.91134417,95.62238505,3.183216,95.62238503,3.020128395,443.9592,0.4439592,54.4,6.903553299,0.424524376,150,21.72794118,145,21.00367647,140,20.27941176
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.18,57.6954,94.55862069,3.183216,94.55862068,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.401155682,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.020128395,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,2.876157315,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.19,0.4050846,0.180965147,57.64113941,94.29132714,3.183216,94.29132714,3.020721369,405.0846,0.4050846,54.4,7.566063978,0.381959645,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.020128395,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.019506435,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.020128395,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18,57.6918,94.5408867,3.183216,94.5408867,2.984910549,423.1134,0.4231134,54.4,7.2436751,0.40001516,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.21,0.4062114,0.181451613,57.64826613,94.32643413,3.183216,94.32643412,3.001496612,406.2114,0.4062114,54.4,7.545076283,0.383164729,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,2.930530631,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.000951078,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,3.000951078,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.044544711,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.092699623,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.021348489,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.010573428,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.238666667,58.13716,96.73477833,3.183216,96.73477832,3.043191409,424.2402,0.4242402,54.4,7.224435591,0.410387817,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.020128395,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.21,0.4062114,0.181451613,57.64826613,94.32643413,3.183216,94.32643412,2.876157315,406.2114,0.4062114,54.4,7.545076283,0.383164729,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.010573428,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.12605042,56.83915966,90.340688,3.183216,90.340688,2.875739235,420.8517,0.4208517,54.4,7.224435591,0.380200321,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.032052002,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.88,0.4439592,0.198821797,57.90671576,95.59958502,3.183216,95.59958501,3.020128395,443.9592,0.4439592,54.4,6.903553299,0.424423153,150,21.72794118,145,21.00367647,140,20.27941176
56.34,7.53,0.4242402,0.180481283,57.69902406,94.57647322,3.183216,94.57647323,2.947915147,424.2402,0.4242402,54.4,7.224435591,0.401231419,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.019506435,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.19,0.4050846,0.180965147,57.64113941,94.29132714,3.183216,94.29132714,3.020721369,405.0846,0.4050846,54.4,7.566063978,0.381959645,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.53,0.4208517,0.12605042,56.83915966,90.340688,3.183216,90.340688,3.002614143,420.8517,0.4208517,54.4,7.224435591,0.380200321,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.094317377,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.120320856,56.79601604,90.12815785,3.183216,90.12815784,3.000951078,420.8517,0.4208517,54.4,7.224435591,0.379305884,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.21,0.4062114,0.251758087,58.15517581,96.82352615,3.183216,96.82352614,3.021348489,406.2114,0.4062114,54.4,7.545076283,0.393308201,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.120643432,56.75742627,89.93806046,3.183216,89.93806047,2.875739235,401.8491,0.4018491,54.4,7.566063978,0.361415287,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,2.874929279,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,2.875343919,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.239304813,58.14196524,96.75844946,3.183216,96.75844947,3.002614143,424.2402,0.4242402,54.4,7.224435591,0.41048824,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,3.019506435,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.187150838,57.29550279,92.58868371,3.183216,92.58868371,3.019506435,419.7339,0.4197339,54.4,7.2436751,0.388626093,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.120320856,56.79601604,90.12815785,3.183216,90.12815784,2.863301089,420.8517,0.4208517,54.4,7.224435591,0.379305884,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.092699623,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18,57.6918,94.5408867,3.183216,94.5408867,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.40001516,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.88,0.4439592,0.199409158,57.91134417,95.62238505,3.183216,95.62238503,3.020128395,443.9592,0.4439592,54.4,6.903553299,0.424524376,150,21.72794118,145,21.00367647,140,20.27941176
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.092699623,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.000951078,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.093485862,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.002614143,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.009440632,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.021348489,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.179521277,57.68820479,94.52317629,3.183216,94.52317628,2.874929279,423.1134,0.4231134,54.4,7.2436751,0.399940225,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,2.876157315,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.067995259,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.125698324,56.83399441,90.31524342,3.183216,90.31524342,3.092699623,419.7339,0.4197339,54.4,7.2436751,0.379083694,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.179144385,57.17804813,92.0100893,3.183216,92.01008929,3.000951078,401.8491,0.4018491,54.4,7.566063978,0.369741716,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.21,0.4062114,0.240591398,58.07466398,96.42691615,3.183216,96.42691614,3.019506435,406.2114,0.4062114,54.4,7.545076283,0.391697126,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.04386706,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.020128395,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.010005143,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.25,58.2175,97.13054187,3.183216,97.13054188,3.020721369,423.1134,0.4231134,54.4,7.2436751,0.410972338,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.198237885,57.82876652,95.21559862,3.183216,95.21559863,3.001496612,423.1134,0.4231134,54.4,7.2436751,0.402869957,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,2.947915147,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.020128395,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.126404494,56.84182584,90.35382189,3.183216,90.35382189,3.021348489,420.8517,0.4208517,54.4,7.224435591,0.380255595,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.020721369,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.009440632,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
